Date,Weighted Digital Assets ,Innovation Counts ,Automation Breaks ,Software Development Expansion Index ,New Pieces of Content,CTR on Paid Ads,Google - Simple Close - Adspend ,FB - Simple Close - Adspend ,FB - True Blue Homes - Adspend ,Property Leads Supplement ,Leadzolo Supplement ,Total Adspend ,CPL,Fallback (Listed),Fallback (Unsold),Leads Delivered (Provisional),Leads Delivered (Refunded),Leads Delivered (Corrected),VLD (Provisional),VLD (Refunded),VLD (Corrected),New Identities To CRM,Total # of Identities ,Outflow ,New Clients,Active Clients ,# Leads Bought,Finished Packages,Resigns,Churn %,Gross Income ,Total Profit ,Profit Margin %,New Div 4 Content,New Div 6 Content,Div 4 - CTR,Div 6 - CTR,Weighted Digital Assets,Innovation Counts,Automation Breaks,Software Development Expansion Index,Google – Simple Close – Adspend,FB – Simple Close – Adspend,FB – True Blue Homes – Adspend,Leadzolo Supplement,Property Leads Supplement,Total Adspend,Fallback (Rejected),Total Leads,Sellable Leads,Total # of Identities,Outflow,Active Clients,Gross Income,CAC,Total Profit
2025-06-02,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,1.0,,,,,,600.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-03,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-04,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-05,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-06,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-07,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-08,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-09,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-10,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-11,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-12,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-13,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-14,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-15,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-16,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-17,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-18,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-19,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,1.0,,,,,,831.25,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-06-20,,,,,,,,,,,,0.0,,,,,,0.0,120.0,,120.0,,0.0,,1.0,,,,,,600.0,120.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,120.0
2025-06-21,,,,,,,,,,,,0.0,,,,,,0.0,90.0,,90.0,,0.0,,0.0,,,,,,0.0,90.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,90.0
2025-06-22,,,,,,,,,,,,0.0,,,,,,0.0,150.0,,150.0,,0.0,,0.0,,,,,,0.0,150.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,150.0
2025-06-23,,,,,,,,,,,,0.0,,,,,,0.0,330.0,,330.0,,0.0,,0.0,,,,,,0.0,330.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,330.0
2025-06-24,,,,,,,,,,,,0.0,,,,,,0.0,240.0,,240.0,,0.0,,0.0,,,,,,0.0,240.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,240.0
2025-06-25,,,,,,,,,,,,0.0,,,,,,0.0,150.0,,150.0,,0.0,,0.0,,,,,,0.0,150.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,150.0
2025-06-26,,,,,,,,,,,,0.0,,,,,,0.0,210.0,,210.0,,0.0,,0.0,,,,,,0.0,210.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,210.0
2025-06-27,,,,,,,,,,,,0.0,,,,,,0.0,120.0,,120.0,,0.0,,0.0,,,,,,0.0,120.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,120.0
2025-06-28,,,,,,,,,,,,0.0,,,,,,0.0,30.0,,30.0,,0.0,,0.0,,,0.0,,,0.0,30.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,30.0
2025-06-29,,,,,,,,,,,,0.0,,,,,,0.0,30.0,,30.0,,0.0,,0.0,,,1.0,,100.0,0.0,30.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,30.0
2025-06-30,,,,,,,,,,,,0.0,,,,,,0.0,60.0,,60.0,,0.0,,0.0,,,0.0,,,0.0,60.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,60.0
2025-07-01,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-07-02,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-07-03,,,,,,,,,,,,0.0,,,,,,0.0,180.0,,180.0,,0.0,,0.0,,,0.0,,,0.0,180.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,180.0
2025-07-04,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-07-05,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-07-06,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-07-07,,,,,,,,,,,,0.0,,,,,,0.0,60.0,,60.0,,0.0,,0.0,,,0.0,,,0.0,60.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,60.0
2025-07-08,,,,,,,,,,,,0.0,,,,,,0.0,150.0,,150.0,,0.0,,0.0,,,1.0,,100.0,0.0,150.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,150.0
2025-07-09,,,,,,,,,,,,0.0,,,,,,0.0,150.0,,150.0,,0.0,,0.0,,,0.0,,,350.0,150.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,150.0
2025-07-10,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,1.0,,,0.0,,,1499.83,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-07-11,,,,,,,,,,,,0.0,,,,,,0.0,150.0,,150.0,,0.0,,0.0,,,0.0,,,0.0,150.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,150.0
2025-07-12,,,,,,,,,,,,0.0,,,,,,0.0,30.0,,30.0,,0.0,,0.0,,,0.0,,,0.0,30.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,30.0
2025-07-13,,,,,,,,,,,,0.0,,,,,,0.0,180.0,,180.0,,0.0,,0.0,,,0.0,,,0.0,180.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,180.0
2025-07-14,,,,,,,,,,,,0.0,,,,,,0.0,180.0,,180.0,,0.0,,0.0,,,1.0,,100.0,0.0,180.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,180.0
2025-07-15,,,,,,,,,,,,0.0,,,,,,0.0,360.0,,360.0,,0.0,,0.0,,,0.0,,,0.0,360.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,360.0
2025-07-16,,,,,,,,,,,,0.0,,,,,,0.0,60.0,,60.0,,0.0,,0.0,,,0.0,,,0.0,60.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,60.0
2025-07-17,,,0.0,,,,,,,,,0.0,,,,,,0.0,60.0,,60.0,,0.0,,0.0,,,1.0,,100.0,0.0,60.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,60.0
2025-07-18,,,,,,,,,,,,0.0,,,,,,0.0,120.0,,120.0,,0.0,,0.0,,,0.0,,,0.0,120.0,100.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,120.0
2025-07-19,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0
2025-07-20,,,,,,,,,,75.0,,75.0,,,,,,0.0,60.0,,60.0,,0.0,,0.0,,,0.0,,,0.0,-15.0,-25.0,,,,,,,,0.0,,,,,75.0,75.0,,0.0,0.0,0.0,,,,,-15.0
2025-07-21,,,,,,,,,,150.0,,150.0,,,,,,0.0,240.0,,240.0,,0.0,,0.0,,,0.0,,,600.0,90.0,37.5,,,,,,,,0.0,,,,,150.0,150.0,,0.0,0.0,0.0,,,,,90.0
2025-07-22,,,,,,,,,,0.0,142.5,142.5,,,,,,0.0,120.0,,120.0,2.0,2.0,,0.0,,,0.0,,,0.0,-22.5,-18.75,,,,,,,,0.0,,,,142.5,0.0,142.5,,0.0,0.0,2.0,,,,,-22.5
2025-07-23,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,540.0,,540.0,6.0,8.0,,0.0,,,0.0,,,0.0,540.0,100.0,,,,,,,,0.0,,,,0,0.0,0.0,,0.0,0.0,8.0,,,,,540.0
2025-07-24,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,360.0,,360.0,6.0,14.0,,0.0,,,1.0,,100.0,0.0,360.0,100.0,,,,,,,,0.0,,,,0,0.0,0.0,,0.0,0.0,14.0,,,,,360.0
2025-07-25,,,,,,,,,,0.0,285.0,285.0,,,,,,0.0,120.0,,120.0,3.0,17.0,,0.0,,,0.0,,,0.0,-165.0,-137.5,,,,,,,,0.0,,,,285,0.0,285.0,,0.0,0.0,17.0,,,,,-165.0
2025-07-26,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,17.0,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,0,0.0,0.0,,0.0,0.0,17.0,,,,,0.0
2025-07-27,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,120.0,,120.0,0.0,17.0,,1.0,,,0.0,,,699.6,120.0,100.0,,,,,,,,0.0,,,,0,0.0,0.0,,0.0,0.0,17.0,,,,,120.0
2025-07-28,,,,,,,,,,75.0,95.0,170.0,,,,,,0.0,60.0,,60.0,2.0,19.0,,0.0,,,0.0,,,0.0,-110.0,-183.33333333333331,,,,,,,,0.0,,,,95,75.0,170.0,,0.0,0.0,19.0,,,,,-110.0
2025-07-29,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,60.0,,60.0,7.0,26.0,,0.0,,,0.0,,,0.0,60.0,100.0,,,,,,,,0.0,,,,0,0.0,0.0,,0.0,0.0,26.0,,,,,60.0
2025-07-30,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,60.0,,60.0,6.0,32.0,,0.0,,,0.0,,,0.0,60.0,100.0,,,,,,,,0.0,,,,0,0.0,0.0,,0.0,0.0,32.0,,,,,60.0
2025-07-31,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,120.0,,120.0,1.0,33.0,,0.0,,,0.0,,,0.0,120.0,100.0,,,,,,,,0.0,,,,0,0.0,0.0,,0.0,0.0,33.0,,,,,120.0
2025-08-01,,,,,,,,252.12,50.73,0.0,0.0,302.85,$60.57,,,5.0,,5.0,120.0,,120.0,14.0,47.0,,0.0,,,0.0,,,400.0,-182.85,-152.37500000000003,,,,,,,,0.0,,252.12,50.73,0,0.0,302.85,,5.0,5.0,47.0,,,,,-182.85000000000002
2025-08-02,,,,,,,,194.61,21.99,0.0,0.0,216.6,$54.15,,,4.0,,4.0,116.46,,116.46,1.0,48.0,,1.0,,,0.0,,,875.04,-100.14,-85.98660484286454,,,,,,,,0.0,,194.61,21.99,0,0.0,216.60000000000002,,4.0,4.0,48.0,,,,,-100.14000000000003
2025-08-03,,,,,,,,65.51,38.93,0.0,0.0,104.44,,,,0.0,,0.0,0.0,,0.0,0.0,48.0,,0.0,,,0.0,,,0.0,-104.44,,,,,,,,,0.0,,65.51,38.93,0,0.0,104.44,,0.0,0.0,48.0,,,,,-104.44
2025-08-04,,,,,,,,383.5,89.05,0.0,0.0,472.55,$59.07,,,8.0,,8.0,180.52,,180.52,11.0,59.0,,1.0,,,0.0,,,950.0,-292.03,-161.77154885885219,,,,,,,,0.0,,383.50,89.05,0,0.0,472.55,,8.0,8.0,59.0,,,,,-292.03
2025-08-05,,,,,,,,601.65,160.07,0.0,0.0,761.72,$47.61,,,16.0,,16.0,367.8,,367.8,5.0,64.0,,1.0,,,0.0,,,750.0,-393.92,-107.10168569874932,,,,,,,,0.0,,601.65,160.07,0,0.0,761.72,,16.0,16.0,64.0,,,,,-393.92
2025-08-06,,,,,,,,360.23,158.18,0.0,0.0,518.41,$28.80,,,18.0,,18.0,448.31,,448.31,3.0,67.0,,0.0,,,0.0,,,0.0,-70.1,-15.636501527960581,,,,,,,,0.0,,360.23,158.18,0,0.0,518.4100000000001,,18.0,18.0,67.0,,,,,-70.10000000000008
2025-08-07,,,,,,,,285.41,54.64,0.0,0.0,340.05,$42.51,,,8.0,,8.0,188.26,,188.26,1.0,68.0,,0.0,,,0.0,,,0.0,-151.79,-80.62785509401893,,,,,,,,0.0,,285.41,54.64,0,0.0,340.05,,8.0,8.0,68.0,,,,,-151.79000000000002
2025-08-08,,,,,,,,187.0,12.35,0.0,0.0,199.35,$66.45,,,3.0,,3.0,60.0,,60.0,3.0,71.0,,1.0,,,0.0,,,400.0,-139.35,-232.24999999999997,,,,,,,,0.0,,187,12.35,0,0.0,199.35,,3.0,3.0,71.0,,,,,-139.35
2025-08-09,,,,,,,,215.6,25.75,0.0,0.0,241.35,,,,0.0,,0.0,0.0,,0.0,2.0,73.0,,0.0,,,0.0,,,0.0,-241.35,,,,,,,,,0.0,,215.60,25.75,0,0.0,241.35,,0.0,0.0,73.0,,,,,-241.35
2025-08-10,,,,,,,,123.04,65.54,0.0,0.0,188.58,$62.86,,,3.0,,3.0,0.0,,0.0,3.0,76.0,,0.0,,,0.0,,,0.0,-188.58,,,,,,,,,0.0,,123.04,65.54,0,0.0,188.58,,3.0,3.0,76.0,,,,,-188.58
2025-08-11,,,,,,,,238.41,74.23,0.0,0.0,312.64,$52.11,,,6.0,,6.0,56.46,,56.46,4.0,80.0,,0.0,,,0.0,,,0.0,-256.18,-453.73715905065535,,,,,,,,0.0,,238.41,74.23,0,0.0,312.64,,6.0,6.0,80.0,,,,,-256.18
2025-08-12,,,,,,,,240.62,41.24,0.0,0.0,281.86,$46.98,,,6.0,,6.0,390.93,,390.93,1.0,81.0,,1.0,,,1.0,,100.0,2375.0,109.07,27.900135574143707,,,,,,,,0.0,,240.62,41.24,0,0.0,281.86,,6.0,6.0,81.0,,,,,109.07
2025-08-13,,,,,,,,214.69,0.0,0.0,0.0,214.69,$35.78,,,6.0,,6.0,154.44,,154.44,2.0,83.0,,0.0,,,0.0,,,0.0,-60.25,-39.01191401191401,,,,,,,,0.0,,214.69,0,0,0.0,214.69,,6.0,6.0,83.0,,,,,-60.25
2025-08-14,,,,,,,,400.34,51.3,0.0,0.0,451.64,$64.52,,,8.0,1.0,7.0,215.0,60.0,155.0,4.0,87.0,,1.0,,,0.0,,,400.0,-296.64,-191.38064516129032,,,,,,,,0.0,,400.34,51.3,0,0.0,451.64,,8.0,8.0,87.0,,,,,-296.64
2025-08-15,,,,,,,0.0,483.97,35.49,0.0,0.0,519.46,$259.73,,,9.0,7.0,2.0,354.28,174.01,180.26999999999998,0.0,87.0,,0.0,,,0.0,,,1499.89,-339.19,-188.1566539080269,,,,,,,,0.0,0.0,483.97,35.49,0,0.0,519.46,,9.0,9.0,87.0,,,,,-339.19000000000005
2025-08-16,,,,,,,0.0,154.0,24.6,0.0,0.0,178.6,$35.72,,,5.0,0.0,5.0,197.14,0.0,197.14,2.0,89.0,,0.0,,,0.0,,,0.0,18.54,9.404484122958301,,,,,,,,0.0,0.0,154,24.60,0,0.0,178.6,,5.0,5.0,89.0,,,,,18.539999999999992
2025-08-17,,,,,,,0.0,0.0,30.3,0.0,0.0,30.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,,0.0,,,0.0,,,0.0,-30.3,,,,,,,,,0.0,0.0,0,30.30,0,0.0,30.3,,0.0,0.0,90.0,,,,,-30.3
2025-08-18,,,,,,,0.9,381.46,33.4,0.0,0.0,415.76,$29.70,,,14.0,0.0,14.0,640.71,0.0,640.71,1.0,91.0,,0.0,,,0.0,,,0.0,224.95,35.10948791184781,,,,,,,,0.0,0.9,381.46,33.40,0,0.0,415.75999999999993,,14.0,14.0,91.0,,,,,224.9500000000001
2025-08-19,,,,,,,9.44,401.43,29.58,0.0,0.0,440.45,$88.09,,,9.0,4.0,5.0,531.78,177.14,354.64,2.0,93.0,,0.0,,,0.0,,,1200.0,-85.81,-24.196368147981055,,,,,,,,0.0,9.44,401.43,29.58,0,0.0,440.45,,9.0,9.0,93.0,,,,,-85.81
2025-08-20,,,,,,,31.23,437.06,60.43,0.0,0.0,528.72,$35.25,,,15.0,0.0,15.0,819.06,0.0,819.06,2.0,95.0,,0.0,,,0.0,,,0.0,290.34,35.447952530950104,,,,,,,,0.0,31.23,437.06,60.43,0,0.0,528.72,,15.0,15.0,95.0,,,,,290.3399999999999
2025-08-21,,,,,,,41.09,396.27,73.31,0.0,0.0,510.67,$46.42,,,12.0,1.0,11.0,511.35,28.57,482.78000000000003,2.0,97.0,,0.0,,,0.0,,,0.0,-27.89,-5.77695844898297,,,,,,,,0.0,41.09,396.27,73.31,0,0.0,510.67,,12.0,12.0,97.0,,,,,-27.889999999999986
2025-08-22,,,,,,,8.29,331.6,72.59,0.0,0.0,412.48,$137.49,,,3.0,0.0,3.0,211.35,0.0,211.35,1.0,98.0,,0.0,,,0.0,,,0.0,-201.13,-95.16441920984151,,,,,,,,0.0,8.29,331.60,72.59,0,0.0,412.48,,3.0,3.0,98.0,,,,,-201.13000000000002
2025-08-23,,,,,,,0.0,258.12,41.62,0.0,0.0,299.74,$33.30,,,11.0,2.0,9.0,421.22,119.92,301.3,3.0,101.0,,0.0,,,0.0,,,0.0,1.56,0.5177563889810827,,,,,,,,0.0,0.0,258.12,41.62,0,0.0,299.74,,11.0,11.0,101.0,,,,,1.5600000000000023
2025-08-24,,,,,,,66.29,306.65,31.74,0.0,0.0,404.68,$134.89,,,3.0,0.0,3.0,60.0,0.0,60.0,3.0,104.0,,0.0,,,0.0,,,0.0,-344.68,-574.4666666666666,,,,,,,,0.0,66.29,306.65,31.74,0,0.0,404.68,,3.0,3.0,104.0,,,,,-344.68
2025-08-25,,,,,,,55.5,317.15,23.95,0.0,0.0,396.6,$132.20,,,3.0,0.0,3.0,88.57,0.0,88.57,1.0,105.0,,1.0,,,0.0,,,2000.0,-308.03,-347.78141582928754,,,,,,,,0.0,55.5,317.15,23.95,0,0.0,396.59999999999997,,3.0,3.0,105.0,,,,,-308.03
2025-08-26,,,,,,,0.0,323.17,26.06,0.0,0.0,349.23,$87.31,,,6.0,2.0,4.0,184.93,64.93,120.0,5.0,110.0,,0.0,,,0.0,,,0.0,-229.23,-191.02500000000003,,,,,,,,0.0,0.0,323.17,26.06,0,0.0,349.23,,6.0,6.0,110.0,,,,,-229.23000000000002
2025-08-27,,,,,,,0.0,146.21,25.93,0.0,0.0,172.14,$43.04,,,5.0,1.0,4.0,135.0,28.57,106.43,2.0,112.0,,0.0,,,0.0,,,0.0,-65.71,-61.740110870995025,,,,,,,,0.0,0.0,146.21,25.93,0,0.0,172.14000000000001,,5.0,5.0,112.0,,,,,-65.71000000000001
2025-08-28,,,,,,,0.0,277.6,27.15,0.0,0.0,304.75,$304.75,,,1.0,0.0,1.0,75.0,0.0,75.0,0.0,112.0,,0.0,,,0.0,,,0.0,-229.75,-306.33333333333337,,,,,,,,0.0,0.0,277.6,27.15,0,0.0,304.75,,1.0,1.0,112.0,,,,,-229.75
2025-08-29,,,,,,,0.04,182.51,25.12,0.0,0.0,207.67,-$207.67,,,0.0,1.0,-1.0,0.0,60.0,-60.0,1.0,113.0,,0.0,,,0.0,,,0.0,-267.67,446.1166666666666,,,,,,,,0.0,0.04,182.51,25.12,0,0.0,207.67,,0.0,0.0,113.0,,,,,-267.66999999999996
2025-08-30,,,,,,,0.02,163.53,25.17,0.0,0.0,188.72,$188.72,,,1.0,0.0,1.0,60.0,0.0,60.0,3.0,116.0,,0.0,,,0.0,,,0.0,-128.72,-214.5333333333334,,,,,,,,0.0,0.02,163.53,25.17,0,0.0,188.72000000000003,,1.0,1.0,116.0,,,,,-128.72000000000003
2025-08-31,,,,,,,0.08,231.75,105.81,0.0,0.0,337.64,$112.55,,,3.0,0.0,3.0,120.0,0.0,120.0,1.0,117.0,,0.0,,,0.0,,,0.0,-217.64,-181.36666666666665,,,,,,,,0.0,0.08,231.75,105.81,0,0.0,337.64,,3.0,3.0,117.0,,,,,-217.64
2025-09-01,,,,,,,0.0,242.43,70.67,0.0,0.0,313.1,$313.10,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0,,0.0,,,0.0,,,0.0,-313.1,,,,,,,,,0.0,0.0,242.43,70.67,0,0.0,313.1,,1.0,1.0,117.0,,,,,-313.1
2025-09-02,,,,,,,0.0,384.94,69.28,125.0,0.0,579.22,$579.22,,,1.0,0.0,1.0,200.0,0.0,200.0,2.0,119.0,,0.0,,,0.0,,,0.0,-379.22,-189.61,,,,,,,,0.0,0.0,384.94,69.28,0,125.0,579.22,,1.0,1.0,119.0,,,,,-379.22
2025-09-03,,,,,,,123.5,409.24,65.4,0.0,0.0,598.14,$49.85,,,12.0,0.0,12.0,550.63,0.0,550.63,3.0,122.0,,1.0,,,0.0,,,950.0,-47.51,-8.628298494451808,,,,,,,,0.0,123.5,409.24,65.40,0,0.0,598.14,,12.0,12.0,122.0,,,,,-47.50999999999999
2025-09-04,,,,,,,177.08,417.27,75.99,0.0,0.0,670.34,$134.07,,,5.0,0.0,5.0,498.0,0.0,498.0,8.0,130.0,,1.0,,,0.0,,,2000.0,-172.34,-34.60642570281125,,,,,,,,0.0,177.08,417.27,75.99,0,0.0,670.34,,5.0,5.0,130.0,,,,,-172.34000000000003
2025-09-05,,,,,,,134.0,405.75,89.74,0.0,0.0,629.49,$62.95,,,11.0,1.0,10.0,580.0,200.0,380.0,1.0,131.0,,1.0,,,0.0,,,2000.0,-249.49,-65.65526315789474,,,,,,,,0.0,134.0,405.75,89.74,0,0.0,629.49,,11.0,11.0,131.0,,,,,-249.49
2025-09-06,,,,,,,103.49,298.25,69.45,0.0,0.0,471.19,-$471.19,,,0.0,1.0,-1.0,0.0,60.0,-60.0,1.0,132.0,,0.0,,,0.0,,,0.0,-531.19,885.3166666666668,,,,,,,,0.0,103.49,298.25,69.45,0,0.0,471.19,,0.0,0.0,132.0,,,,,-531.19
