Date,Weighted Digital Assets ,Innovation Counts ,Automation Breaks ,Software Development Expansion Index ,New Pieces of Content,CTR on Paid Ads,Google - Simple Close - Adspend ,FB - Simple Close - Adspend ,FB - True Blue Homes - Adspend ,Property Leads Supplement ,Leadzolo Supplement ,Total Adspend ,CPL,Fallback (Listed),Fallback (Unsold),Leads Delivered (Provisional),Leads Delivered (Refunded),Leads Delivered (Corrected),VLD (Provisional),VLD (Refunded),VLD (Corrected),New Identities To CRM,Total # of Identities ,Outflow ,New Clients,Active Clients ,# Leads Bought,Finished Packages,Resigns,Churn %,Gross Income ,Total Profit ,Profit Margin %,New Div 4 Content,New Div 6 Content,Div 4 - CTR,Div 6 - CTR,Weighted Digital Assets,Innovation Counts,Automation Breaks,Software Development Expansion Index,Google – Simple Close – Adspend,FB – Simple Close – Adspend,FB – True Blue Homes – Adspend,Leadzolo Supplement,Property Leads Supplement,Total Adspend,Fallback (Rejected),Total Leads,Sellable Leads,Total # of Identities,Outflow,Active Clients,Gross Income,CAC,Total Profit
2025-09-07,,,,,,,51.86,399.31,213.41,0.0,0.0,664.58,$94.94,,,7.0,0.0,7.0,200.0,0.0,200.0,1.0,133.0,,0.0,,,0.0,,,0.0,-464.58,-232.29000000000002,,,,,,,,0.0,51.86,399.31,213.41,0,0.0,664.58,,7.0,7.0,133.0,,,,,-464.58000000000004
2025-09-08,,,,,,,47.51,332.99,202.64,0.0,0.0,583.14,$83.31,,,7.0,0.0,7.0,257.81,0.0,257.81,1.0,134.0,,0.0,,,0.0,,,0.0,-325.33,-126.18982971956092,,,,,,,,0.0,47.51,332.99,202.64,0,0.0,583.14,,7.0,7.0,134.0,,,,,-325.33
2025-09-09,,,,,,,0.0,263.88,194.44,0.0,0.0,458.32,$114.58,,,7.0,3.0,4.0,536.81,195.0,341.80999999999995,2.0,136.0,,0.0,,,0.0,,,400.0,-116.51,-34.08618823322901,,,,,,,,0.0,0.0,263.88,194.44,0,0.0,458.32,,7.0,7.0,136.0,,,,,-116.51000000000005
2025-09-10,,,,,,,51.29,243.95,166.46,0.0,0.0,461.7,$115.43,,,6.0,2.0,4.0,276.0,80.0,196.0,1.0,137.0,,0.0,,,0.0,,,0.0,-265.7,-135.56122448979596,,,,,,,,0.0,51.29,243.95,166.46,0,0.0,461.70000000000005,,6.0,6.0,137.0,,,,,-265.70000000000005
2025-09-11,,,,,,,40.84,370.47,161.33,0.0,0.0,572.64,$114.53,,,5.0,0.0,5.0,511.85,0.0,511.85,2.0,139.0,,0.0,,,0.0,,,4000.0,-60.79,-11.876526326072106,,,,,,,,0.0,40.84,370.47,161.33,0,0.0,572.6400000000001,,5.0,5.0,139.0,,,,,-60.79000000000008
2025-09-12,,,,,,,35.56,625.11,177.5,160.0,0.0,998.17,$99.82,,,11.0,1.0,10.0,592.72,40.0,552.72,1.0,140.0,,0.0,,,0.0,,,0.0,-445.45,-80.59234332030685,,,,,,,,0.0,35.56,625.11,177.5,0,160.0,998.1700000000001,,11.0,11.0,140.0,,,,,-445.45000000000005
2025-09-13,,,,,,,15.78,282.92,61.26,0.0,0.0,359.96,$89.99,,,4.0,0.0,4.0,80.0,0.0,80.0,0.0,140.0,,0.0,,,0.0,,,0.0,-279.96,-349.95,,,,,,,,0.0,15.78,282.92,61.26,0,0.0,359.96,,4.0,4.0,140.0,,,,,-279.96
2025-09-14,,,,,,,0.0,481.33,93.58,0.0,0.0,574.91,$114.98,,,6.0,1.0,5.0,0.0,38.0,-38.0,3.0,143.0,,0.0,,,0.0,,,0.0,-612.91,1612.9210526315787,,,,,,,,0.0,0.0,481.33,93.58,0,0.0,574.91,,6.0,6.0,143.0,,,,,-612.91
2025-09-15,,,,,,,0.0,919.04,98.03,0.0,0.0,1017.07,$113.01,,,9.0,0.0,9.0,300.23,0.0,300.23,0.0,143.0,,1.0,,,0.0,,,2800.0,-716.84,-238.76361456216895,,,,,,,,0.0,0.0,919.04,98.03,0,0.0,1017.0699999999999,,9.0,9.0,143.0,,,,,-716.8399999999999
2025-09-16,,,,,,,0.0,718.09,85.68,60.0,0.0,863.77,$78.52,,,13.0,2.0,11.0,679.62,120.0,559.62,3.0,146.0,,0.0,,,0.0,,,0.0,-304.15,-54.349379936385404,,,,,,,,0.0,0.0,718.09,85.68,0,60.0,863.77,,13.0,13.0,146.0,,,,,-304.15
2025-09-17,,,,,,,0.0,652.82,99.13,240.0,0.0,991.95,$76.30,,,13.0,0.0,13.0,480.0,0.0,480.0,4.0,150.0,,0.0,,,0.0,,,0.0,-511.95,-106.65625000000001,,,,,,,,0.0,0.0,652.82,99.13,0,240.0,991.95,,13.0,13.0,150.0,,,,,-511.95000000000005
2025-09-18,,,,,,,0.0,700.99,90.36,0.0,0.0,791.35,$56.53,,,14.0,0.0,14.0,400.0,0.0,400.0,2.0,152.0,,0.0,,,0.0,,,0.0,-391.35,-97.8375,,,,,,,,0.0,0.0,700.99,90.36,0,0.0,791.35,,14.0,14.0,152.0,,,,,-391.35
2025-09-19,,,,,,,0.0,616.84,91.81,0.0,0.0,708.65,$47.24,,,15.0,0.0,15.0,635.0,0.0,635.0,1.0,153.0,2.0,0.0,,,0.0,,,0.0,-73.65,-11.598425196850409,,,,,,,,0.0,0.0,616.84,91.81,0,0.0,708.6500000000001,,15.0,15.0,153.0,,,,,-73.65000000000009
2025-09-20,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,155.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,155.0,,,,,0.0
2025-09-21,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,156.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,156.0,,,,,0.0
2025-09-22,,,,,,,0.0,776.13,0.0,0.0,0.0,776.13,$48.51,,,16.0,0.0,16.0,400.0,0.0,400.0,1.0,157.0,1.0,0.0,,,0.0,,,0.0,-376.13,-94.0325,,,,,,,,0.0,0.0,776.13,0,0,0.0,776.13,,16.0,16.0,157.0,,,,,-376.13
2025-09-23,,,,,,,0.0,577.29,32.89,60.0,0.0,670.18,$83.77,,,8.0,0.0,8.0,381.81,0.0,381.81,1.0,158.0,1.0,2.0,,,0.0,,,5275.0,-288.37,-75.52709462821821,,,,,,,,0.0,0.0,577.29,32.89,0,60.0,670.18,,8.0,8.0,158.0,,,,,-288.36999999999995
2025-09-24,,,,,,,0.0,654.78,48.19,0.0,0.0,702.97,$58.58,,,12.0,0.0,12.0,400.0,0.0,400.0,2.0,160.0,0.0,0.0,,,0.0,,,0.0,-302.97,-75.7425,,,,,,,,0.0,0.0,654.78,48.19,0,0.0,702.97,,12.0,12.0,160.0,,,,,-302.97
2025-09-25,,,,,,,0.0,706.14,58.44,200.0,0.0,964.58,$96.46,,,12.0,2.0,10.0,541.81,80.0,461.80999999999995,1.0,161.0,0.0,0.0,,,0.0,,,0.0,-502.77,-108.86944847448086,,,,,,,,0.0,0.0,706.14,58.44,0,200.0,964.5799999999999,,12.0,12.0,161.0,,,,,-502.77
2025-09-26,,,,,,,0.0,631.59,52.13,0.0,0.0,683.72,$75.97,,,9.0,0.0,9.0,360.0,0.0,360.0,0.0,161.0,0.0,0.0,,,0.0,,,0.0,-323.72,-89.92222222222223,,,,,,,,0.0,0.0,631.59,52.13,0,0.0,683.72,,9.0,9.0,161.0,,,,,-323.72
2025-09-27,,,,,,,0.0,0.0,2.77,0.0,0.0,2.77,$1.39,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,,,0.0,,,0.0,-2.77,,,,,,,,,0.0,0.0,0,2.77,0,0.0,2.77,,2.0,2.0,161.0,,,,,-2.77
2025-09-28,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0,162.0,,,,,0.0
2025-09-29,,,,,,,0.0,365.8,0.0,0.0,0.0,365.8,$33.25,,,11.0,0.0,11.0,400.0,0.0,400.0,0.0,162.0,0.0,0.0,,,0.0,,,0.0,34.2,8.549999999999997,,,,,,,,0.0,0.0,365.80,0,0,0.0,365.8,,11.0,11.0,162.0,,,,,34.19999999999999
2025-09-30,,,,,,,0.0,382.82,34.88,0.0,0.0,417.7,$69.62,,,6.0,0.0,6.0,160.0,0.0,160.0,0.0,162.0,0.0,0.0,,,0.0,,,0.0,-257.7,-161.0625,,,,,,,,0.0,0.0,382.82,34.88,0,0.0,417.7,,6.0,6.0,162.0,,,,,-257.7
2025-10-01,,,,,,,0.0,508.76,34.0,0.0,0.0,542.76,$77.54,,,7.0,0.0,7.0,635.0,0.0,635.0,0.0,162.0,0.0,0.0,,,0.0,,,0.0,92.24,14.525984251968504,,,,,,,,0.0,0.0,508.76,34.00,0,0.0,542.76,,7.0,7.0,162.0,,,,,92.24000000000001
2025-10-02,,,,,,,0.0,553.52,22.2,0.0,0.0,575.72,$63.97,,,10.0,1.0,9.0,120.0,40.0,80.0,1.0,163.0,0.0,0.0,,,0.0,,,400.0,-495.72,-619.6500000000001,,,,,,,,0.0,0.0,553.52,22.2,0,0.0,575.72,,10.0,10.0,163.0,,,,,-495.72
2025-10-03,,,,,,,0.0,425.68,26.59,0.0,0.0,452.27,$226.14,,,5.0,3.0,2.0,275.0,440.0,-165.0,0.0,163.0,1.0,1.0,,,0.0,,,2000.0,-617.27,374.10303030303027,,,,,,,,0.0,0.0,425.68,26.59,0,0.0,452.27,,5.0,5.0,163.0,,,,,-617.27
2025-10-04,,,,,,,0.0,651.45,22.31,0.0,0.0,673.76,$112.29,,,6.0,0.0,6.0,160.0,0.0,160.0,0.0,163.0,1.0,1.0,,,0.0,,,2000.0,-513.76,-321.09999999999997,,,,,,,,0.0,0.0,651.45,22.31,0,0.0,673.76,,6.0,6.0,163.0,,,,,-513.76
2025-10-05,,,,,,,0.0,393.68,33.17,0.0,0.0,426.85,$213.43,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,,,0.0,,,0.0,-426.85,,,,,,,,,0.0,0.0,393.68,33.17,0,0.0,426.85,,2.0,2.0,163.0,,,,,-426.85
2025-10-06,,,,,,,0.0,884.82,21.68,0.0,0.0,906.5,$453.25,,,2.0,0.0,2.0,440.0,0.0,440.0,2.0,165.0,4.0,0.0,,,0.0,,,0.0,-466.5,-106.02272727272728,,,,,,,,0.0,0.0,884.82,21.68,0,0.0,906.5,,2.0,2.0,165.0,,,,,-466.5
2025-10-07,,,,,,,0.0,800.36,71.75,300.0,237.5,1409.61,$156.62,,,10.0,1.0,9.0,320.0,80.0,240.0,1.0,166.0,2.0,0.0,,,0.0,,,0.0,-1169.61,-487.33750000000003,,,,,,,,0.0,0.0,800.36,71.75,237.5,300.0,1409.6100000000001,,10.0,10.0,166.0,,,,,-1169.6100000000001
2025-10-08,,,,,,,0.0,860.58,90.21,450.0,0.0,1400.79,$233.47,,,6.0,0.0,6.0,240.0,0.0,240.0,0.0,166.0,1.0,0.0,,,0.0,,,0.0,-1160.79,-483.66249999999997,,,,,,,,0.0,0.0,860.58,90.21,0,450.0,1400.79,,6.0,6.0,166.0,,,,,-1160.79
2025-10-09,,,,,,,0.0,524.68,60.39,0.0,237.5,822.57,$102.82,,,8.0,0.0,8.0,600.0,0.0,600.0,0.0,166.0,2.0,0.0,,,0.0,,,0.0,-222.57,-37.09499999999999,,,,,,,,0.0,0.0,524.68,60.39,237.5,0.0,822.5699999999999,,8.0,8.0,166.0,,,,,-222.56999999999994
2025-10-10,,,,,,,0.0,534.68,82.81,0.0,475.0,1092.49,$121.39,,,9.0,0.0,9.0,200.0,0.0,200.0,0.0,166.0,0.0,0.0,,,0.0,,,0.0,-892.49,-446.24500000000006,,,,,,,,0.0,0.0,534.68,82.81,475,0.0,1092.49,,9.0,9.0,166.0,,,,,-892.49
2025-10-11,,,,,,,0.0,478.95,45.88,0.0,0.0,524.83,$87.47,,,6.0,0.0,6.0,40.0,0.0,40.0,0.0,166.0,0.0,0.0,,,0.0,,,0.0,-484.83,-1212.075,,,,,,,,0.0,0.0,478.95,45.88,0,0.0,524.83,,6.0,6.0,166.0,,,,,-484.83000000000004
2025-10-12,,,,,,,0.0,709.88,87.65,0.0,0.0,797.53,$61.35,,,13.0,0.0,13.0,195.0,0.0,195.0,0.0,166.0,0.0,0.0,,,0.0,,,0.0,-602.53,-308.98974358974357,,,,,,,,0.0,0.0,709.88,87.65,0,0.0,797.53,,13.0,13.0,166.0,,,,,-602.53
2025-10-13,,,,,,,0.0,719.85,54.92,0.0,0.0,774.77,$55.34,,,16.0,2.0,14.0,635.0,395.0,240.0,1.0,167.0,2.0,0.0,,,0.0,,,0.0,-534.77,-222.82083333333333,,,,,,,,0.0,0.0,719.85,54.92,0,0.0,774.77,,16.0,16.0,167.0,,,,,-534.77
2025-10-14,,,,,,,0.0,753.9,41.66,0.0,0.0,795.56,$66.30,,,12.0,0.0,12.0,280.0,0.0,280.0,2.0,169.0,8.0,0.0,,,0.0,,,0.0,-515.56,-184.12857142857143,,,,,,,,0.0,0.0,753.90,41.66,0,0.0,795.56,,12.0,12.0,169.0,,,,,-515.56
2025-10-15,,,,,,,0.0,643.56,40.92,0.0,0.0,684.48,$136.90,,,6.0,1.0,5.0,360.0,200.0,160.0,1.0,170.0,9.0,0.0,,,0.0,,,0.0,-524.48,-327.79999999999995,,,,,,,,0.0,0.0,643.56,40.92,0,0.0,684.4799999999999,,6.0,6.0,170.0,,,,,-524.4799999999999
2025-10-16,,,,,,,0.0,611.33,34.0,0.0,0.0,645.33,$129.07,,,5.0,0.0,5.0,120.0,0.0,120.0,2.0,172.0,12.0,0.0,,,0.0,,,0.0,-525.33,-437.7750000000001,,,,,,,,0.0,0.0,611.33,34,0,0.0,645.33,,5.0,5.0,172.0,,,,,-525.33
2025-10-17,,,,,,,6.97,595.12,0.0,0.0,0.0,602.09,$86.01,,,7.0,0.0,7.0,520.0,0.0,520.0,0.0,172.0,0.0,0.0,,,0.0,,,0.0,-82.09,-15.786538461538468,,,,,,,,0.0,6.97,595.12,0,0,0.0,602.09,,7.0,7.0,172.0,,,,,-82.09000000000003
2025-10-18,,,,,,,20.4,482.05,0.0,0.0,0.0,502.45,$55.83,,,9.0,0.0,9.0,421.81,0.0,421.81,1.0,173.0,2.0,0.0,,,0.0,,,0.0,-80.64,-19.117612195064122,,,,,,,,0.0,20.4,482.05,0,0,0.0,502.45,,9.0,9.0,173.0,,,,,-80.63999999999999
2025-10-19,,,,,,,13.66,754.31,0.0,0.0,0.0,767.97,$76.80,,,10.0,0.0,10.0,581.81,0.0,581.81,1.0,174.0,0.0,0.0,,,0.0,,,0.0,-186.16,-31.996699953593094,,,,,,,,0.0,13.66,754.31,0,0,0.0,767.9699999999999,,10.0,10.0,174.0,,,,,-186.15999999999997
2025-10-20,,,,,,,6.75,571.15,0.0,0.0,0.0,577.9,,,,1.0,1.0,0.0,0.0,200.0,-200.0,0.0,174.0,0.0,0.0,,,0.0,,,0.0,-777.9,388.95,,,,,,,,0.0,6.75,571.15,0,0,0.0,577.9,,1.0,1.0,174.0,,,,,-777.9
2025-10-21,,,,,,,82.85,387.17,0.0,0.0,0.0,470.02,,,,2.0,2.0,0.0,275.0,395.0,-120.0,2.0,176.0,0.0,0.0,,,0.0,,,0.0,-590.02,491.6833333333333,,,,,,,,0.0,82.85,387.17,0,0,0.0,470.02,,2.0,2.0,176.0,,,,,-590.02
2025-10-22,,,,,,,,434.9,0.0,0.0,0.0,434.9,$86.98,,,5.0,0.0,5.0,471.81,0.0,471.81,3.0,179.0,26.0,1.0,,,0.0,,,900.0,36.91,7.8230643691316475,,,,,,,,0.0,0.0,434.90,0,0,0.0,434.9,,5.0,5.0,179.0,,,,,36.910000000000025
2025-10-23,,,,,,,,559.66,0.0,0.0,0.0,559.66,$139.92,,,4.0,0.0,4.0,475.0,0.0,475.0,1.0,180.0,11.0,2.0,,,0.0,,,3375.0,-84.66,-17.823157894736834,,,,,,,,0.0,0.0,559.66,0,0,0.0,559.66,,4.0,4.0,180.0,,,,,-84.65999999999997
2025-10-24,,,,,,,,577.19,,0.0,0.0,577.19,$96.20,,,7.0,1.0,6.0,895.0,100.0,795.0,0.0,180.0,7.0,2.0,,,0.0,,,2750.0,217.81,27.39748427672955,,,,,,,,0.0,0.0,577.19,0,0,0.0,577.19,,7.0,7.0,180.0,,,,,217.80999999999995
2025-10-25,,,,,,,,404.71,,0.0,237.5,642.21,$128.44,,,5.0,0.0,5.0,0.0,0.0,0.0,1.0,181.0,1.0,0.0,,,0.0,,,0.0,-642.21,,,,,,,,,0.0,0.0,404.71,0,237.5,0.0,642.21,,5.0,5.0,181.0,,,,,-642.21
2025-10-26,,,,,,,,638.7,,0.0,0.0,638.7,$127.74,,,5.0,0.0,5.0,570.0,0.0,570.0,1.0,182.0,0.0,0.0,,,0.0,,,0.0,-68.7,-12.052631578947375,,,,,,,,0.0,0.0,638.7,0,0,0.0,638.7,,5.0,5.0,182.0,,,,,-68.70000000000005
2025-10-27,,,,,,,,578.36,,0.0,0.0,578.36,$82.62,,,9.0,2.0,7.0,1005.0,0.0,1005.0,3.0,185.0,11.0,0.0,,,1.0,,100.0,0.0,426.64,42.451741293532336,,,,,,,,0.0,0.0,578.36,0,0,0.0,578.36,,9.0,9.0,185.0,,,,,426.64
2025-10-28,,,,,,,,452.88,,175.0,0.0,627.88,$89.70,,,7.0,0.0,7.0,1225.0,0.0,1225.0,1.0,186.0,1.0,0.0,,,0.0,,,0.0,597.12,48.74448979591837,,,,,,,,0.0,0.0,452.88,0,0,175.0,627.88,,7.0,7.0,186.0,,,,,597.12
2025-10-29,,,,,,,,417.46,,150.0,0.0,567.46,$81.07,,,7.0,0.0,7.0,920.0,305.0,615.0,0.0,186.0,9.0,0.0,,,0.0,,,0.0,47.54,7.730081300813002,,,,,,,,0.0,0.0,417.46,0,0,150.0,567.46,,7.0,7.0,186.0,,,,,47.539999999999964
2025-10-30,,,,,,,,495.92,,1125.0,0.0,1620.92,$162.09,,,10.0,0.0,10.0,1480.0,90.0,1390.0,1.0,187.0,0.0,0.0,,,0.0,,,1250.0,-230.92,-16.612949640287773,,,,,,,,0.0,0.0,495.92,0,0,1125.0,1620.92,,10.0,10.0,187.0,,,,,-230.92000000000007
2025-10-31,,,,,,,,591.72,,0.0,0.0,591.72,$295.86,,,2.0,0.0,2.0,165.0,0.0,165.0,0.0,187.0,8.0,0.0,,,0.0,,,0.0,-426.72,-258.6181818181818,,,,,,,,0.0,0.0,591.72,0,0,0.0,591.72,,2.0,2.0,187.0,,,,,-426.72
2025-11-01,,,,,,,,425.24,,0.0,0.0,425.24,$141.75,,,3.0,0.0,3.0,475.0,0.0,475.0,1.0,188.0,0.0,0.0,,,0.0,,,600.0,49.76,10.475789473684209,,,,,,,,0.0,0.0,425.24,0,0,0.0,425.24,,3.0,3.0,188.0,,,,,49.75999999999999
2025-11-02,,,,,,,,623.71,,0.0,0.0,623.71,$311.86,,,2.0,0.0,2.0,180.0,0.0,180.0,1.0,189.0,0.0,0.0,,,0.0,,,0.0,-443.71,-246.5055555555556,,,,,,,,0.0,0.0,623.71,0,0,0.0,623.71,,2.0,2.0,189.0,,,,,-443.71000000000004
2025-11-03,,,,,,,,513.19,,0.0,0.0,513.19,$513.19,,,1.0,0.0,1.0,75.0,0.0,75.0,1.0,190.0,0.0,0.0,,,0.0,,,1250.0,-438.19,-584.2533333333333,,,,,,,,0.0,0.0,513.19,0,0,0.0,513.19,,1.0,1.0,190.0,,,,,-438.19000000000005
2025-11-04,,,,,,,,423.06,,0.0,0.0,423.06,$423.06,,,1.0,0.0,1.0,125.0,0.0,125.0,0.0,190.0,1.0,0.0,,,0.0,,,0.0,-298.06,-238.44799999999998,,,,,,,,0.0,0.0,423.06,0,0,0.0,423.06,,1.0,1.0,190.0,,,,,-298.06
2025-11-05,,,,,,,,435.35,,0.0,0.0,435.35,$435.35,,,1.0,0.0,1.0,200.0,0.0,200.0,0.0,190.0,0.0,0.0,,,0.0,,,0.0,-235.35,-117.67500000000001,,,,,,,,0.0,0.0,435.35,0,0,0.0,435.35,,1.0,1.0,190.0,,,,,-235.35000000000002
2025-11-06,,,,,,,,449.3,,0.0,0.0,449.3,$89.86,,,6.0,1.0,5.0,808.23,325.0,483.23,0.0,190.0,21.0,0.0,,,0.0,,,0.0,33.93,7.021501148521408,,,,,,,,0.0,0.0,449.3,0,0,0.0,449.3,,6.0,6.0,190.0,,,,,33.93000000000001
2025-11-07,,,,,,,,410.2,,0.0,0.0,410.2,$136.73,,,3.0,0.0,3.0,,0.0,0.0,0.0,190.0,8.0,0.0,,,0.0,,,0.0,-410.2,,,,,,,,,0.0,0.0,410.2,0,0,0.0,410.2,,3.0,3.0,190.0,,,,,-410.2
2025-11-08,,,,,,,,253.39,,0.0,0.0,253.39,$253.39,,,1.0,0.0,1.0,,0.0,0.0,1.0,191.0,0.0,0.0,,,0.0,,,0.0,-253.39,,,,,,,,,0.0,0.0,253.39,0,0,0.0,253.39,,1.0,1.0,191.0,,,,,-253.39
2025-11-09,,,,,,,,320.3,,0.0,0.0,320.3,$160.15,,,2.0,0.0,2.0,,0.0,0.0,0.0,191.0,0.0,0.0,,,0.0,,,0.0,-320.3,,,,,,,,,0.0,0.0,320.3,0,0,0.0,320.3,,2.0,2.0,191.0,,,,,-320.3
2025-11-10,,,,,,,,281.21,,0.0,0.0,281.21,-$56.24,,,0.0,5.0,-5.0,,565.0,-565.0,0.0,191.0,2.0,0.0,,,0.0,,,,-846.21,149.7716814159292,,,,,,,,0.0,0.0,281.21,0,0,0.0,281.21,,0.0,0.0,191.0,,,,,-846.21
2025-11-11,,,,,,,,276.75,,,,276.75,$138.38,,,2.0,0.0,2.0,,370.0,-370.0,0.0,191.0,1.0,0.0,,,0.0,,,,-646.75,174.7972972972973,,,,,,,,0.0,0.0,276.75,0,0,0.0,276.75,,2.0,2.0,191.0,,,,,-646.75
2025-11-12,,,,,,,,270.41,,,,270.41,,,,0.0,0.0,0.0,,0.0,0.0,0.0,191.0,4.0,0.0,,,0.0,,,,-270.41,,,,,,,,,0.0,0.0,270.41,0,0,0.0,270.41,,0.0,0.0,191.0,,,,,-270.41
2025-11-13,,,,,,,,264.46,,,,264.46,-$132.23,,,1.0,3.0,-2.0,,0.0,0.0,2.0,193.0,13.0,0.0,,,0.0,,,,-264.46,,,,,,,,,0.0,0.0,264.46,0,0,0.0,264.46,,1.0,1.0,193.0,,,,,-264.46
2025-11-14,,,,,,,,,,,,0.0,$0.00,,,0.0,1.0,-1.0,,0.0,0.0,1.0,194.0,,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,159.12,0,0,0.0,159.12,,0.0,0.0,194.0,,,,,-159.12
2025-11-15,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,94.57,0,0,0.0,94.57,,0.0,0.0,194.0,,,,,-94.57
2025-11-16,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,110.85,0,0,0.0,110.85,,0.0,0.0,194.0,,,,,-110.85
2025-11-17,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,146.48,0,0,0.0,146.48,,0.0,0.0,194.0,,,,,-146.48
2025-11-18,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,201.26,0,0,0.0,201.26,,0.0,0.0,194.0,,,,,-201.26
2025-11-19,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,194.45,0,0,0.0,194.45,,0.0,0.0,194.0,,,,,-194.45
2025-11-20,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,212.95,0,0,0.0,212.95,,0.0,0.0,194.0,,,,,-212.95
2025-11-21,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,204.06,0,0,0.0,204.06,,0.0,0.0,194.0,,,,,-204.06
2025-11-22,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,121.03,0,0,0.0,121.03,,0.0,0.0,194.0,,,,,-121.03
2025-11-23,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,189.44,0,0,0.0,189.44,,0.0,0.0,194.0,,,,,-189.44
2025-11-24,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,202.91,0,0,0.0,202.91,,0.0,0.0,194.0,,,,,-202.91
2025-11-25,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,193.27,0,0,0.0,193.27,,0.0,0.0,194.0,,,,,-193.27
2025-11-26,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,188.42,0,0,0.0,188.42,,0.0,0.0,194.0,,,,,-188.42
2025-11-27,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,165.98,0,0,0.0,165.98,,0.0,0.0,194.0,,,,,-165.98
2025-11-28,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,"


",00,"


",,0.0,,0.0,0.0,194.0,,,,,0.0
2025-11-29,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,"


","


","


",,0.0,,0.0,0.0,194.0,,,,,0.0
2025-11-30,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,"


","


","


",,0.0,,0.0,0.0,194.0,,,,,0.0
2025-12-01,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,194.0,,,,,0.0
